applicant_id,race,gender,income,debt_to_income,internal_tenure,credit_score,years_at_address,voluntary_overtime,creditworthy,model_approved_biased,model_approved_fair
954,White,Female,59910,0.323,0.5,675,0.6,4.9,0,0,0
955,White,Female,56000,0.336,4.3,751,1.5,1.1,1,0,1
956,Black,Female,40325,0.505,3.1,717,0.6,0.9,1,1,1
957,Black,Male,54290,0.389,0.8,720,3.0,8.4,0,0,0
958,White,Male,69835,0.409,0.5,620,1.9,0.3,1,1,0
959,Black,Female,52417,0.373,0.5,737,1.2,2.1,0,0,0
960,White,Male,66960,0.223,2.6,674,1.7,5.3,1,0,1
961,White,Male,61923,0.28,5.0,616,7.4,8.2,1,1,1
962,Black,Male,48270,0.183,1.4,743,6.6,3.9,0,0,0
963,Black,Male,70129,0.443,1.7,682,0.2,0.9,1,1,1
964,Black,Female,38482,0.337,9.5,677,5.2,2.4,0,0,1
965,Black,Male,61631,0.337,0.8,642,11.8,0.4,0,0,0
966,Black,Male,63195,0.43,0.5,666,3.9,6.6,0,0,0
967,White,Female,61787,0.338,1.5,691,3.3,0.6,1,1,1
968,White,Male,89678,0.269,4.8,675,11.9,0.7,1,0,1
969,White,Male,77017,0.157,3.4,706,3.7,10.3,1,1,0
970,Black,Female,69429,0.501,1.9,656,3.7,0.7,0,0,1
971,White,Female,56489,0.381,11.7,634,5.2,2.6,0,0,0
972,White,Female,56660,0.474,4.6,700,11.9,1.9,0,1,0
973,White,Male,77275,0.258,0.5,619,3.7,2.7,1,1,1
974,White,Female,60385,0.228,4.8,790,0.9,0.4,1,1,0
975,Black,Male,74856,0.45,0.5,653,10.5,5.7,0,0,0
976,Black,Male,61417,0.367,3.7,606,2.5,6.5,1,0,1
977,White,Female,52554,0.374,0.8,722,0.5,8.0,1,1,1
978,White,Male,54631,0.413,4.2,669,3.4,3.5,0,1,0
979,White,Female,62217,0.357,1.3,696,6.8,1.4,0,0,0
980,Black,Female,50108,0.422,7.2,672,0.0,2.0,0,0,0
981,White,Male,75137,0.316,1.4,656,2.7,1.7,0,0,1
982,Black,Female,63106,0.295,3.4,744,2.6,1.3,1,1,0
983,White,Male,82791,0.378,1.2,803,0.2,10.9,1,0,1
984,Black,Male,52210,0.462,8.7,632,2.8,0.8,1,1,0
985,White,Male,59061,0.337,5.3,651,12.0,1.3,0,0,0
986,White,Female,50658,0.224,1.0,672,2.1,4.1,1,0,1
987,Black,Male,50631,0.372,10.4,635,2.9,0.6,1,1,1
988,White,Female,59332,0.431,1.5,751,16.0,2.0,0,0,0
989,White,Female,66050,0.29,3.7,673,9.4,0.2,1,0,0
990,White,Female,54990,0.413,4.8,642,0.8,1.2,0,0,0
991,Black,Male,60803,0.384,0.5,662,1.3,2.1,1,1,0
992,Black,Male,61620,0.43,11.2,586,2.2,0.2,0,0,0
993,Black,Female,52433,0.381,1.5,702,4.6,0.1,0,0,0
994,White,Male,60713,0.306,0.7,733,4.6,4.6,1,1,1
995,Black,Female,55678,0.441,6.7,622,1.2,2.0,0,1,0
996,Black,Male,78812,0.304,4.2,634,1.2,1.4,0,0,0
997,White,Male,74458,0.319,0.5,716,13.9,2.0,0,1,0
998,White,Female,33469,0.142,0.5,645,7.0,3.4,0,1,1
999,White,Male,84408,0.258,4.4,667,0.8,3.1,1,1,1
1000,Black,Female,43972,0.448,0.5,640,0.5,0.8,0,1,0
1001,Black,Male,80657,0.458,8.7,594,8.7,2.3,0,0,0
1002,White,Female,64163,0.363,4.7,676,1.7,1.3,1,1,1
1003,White,Male,55152,0.203,1.4,653,2.2,3.2,1,0,0
1004,White,Male,51353,0.372,1.6,773,5.3,0.2,0,0,0
1005,White,Female,78397,0.25,2.5,678,6.0,0.8,0,1,0
1006,White,Female,74059,0.373,1.6,652,22.4,1.1,1,0,1
1007,White,Male,94260,0.223,5.4,737,12.5,1.5,0,0,1
1008,White,Male,72109,0.246,12.9,674,1.5,0.9,0,0,0
1009,Black,Female,50434,0.343,3.1,598,1.0,0.4,0,0,0
1010,White,Female,59172,0.34,2.1,740,0.1,0.2,0,0,0
1011,Black,Male,51417,0.366,0.9,642,8.0,3.8,0,0,0
1012,Black,Male,54075,0.416,3.7,698,7.7,3.4,1,0,1
1013,White,Male,74174,0.299,4.0,704,5.9,19.1,1,1,0
1014,White,Female,54560,0.224,4.0,704,1.4,1.1,1,0,1
1015,White,Female,46307,0.349,0.5,725,3.0,1.4,1,1,1
1016,White,Male,73598,0.177,8.0,674,1.8,0.5,1,1,1
1017,White,Female,54338,0.268,1.4,659,2.7,0.4,1,1,1
1018,Black,Male,25605,0.355,4.8,715,2.0,1.4,0,0,0
1019,White,Male,77525,0.27,5.0,732,25.0,3.9,1,1,1
1020,White,Male,60919,0.185,3.7,701,7.5,1.8,1,1,1
1021,Black,Female,57617,0.506,1.8,689,5.2,0.4,0,0,0
1022,Black,Female,57378,0.525,3.3,676,0.4,1.7,0,0,0
1023,White,Female,65835,0.488,0.5,743,9.6,1.9,1,1,0
1024,White,Female,87968,0.41,5.0,643,8.7,1.3,1,0,0
1025,White,Female,61619,0.302,0.5,694,0.6,10.3,0,0,0
1026,Black,Male,55143,0.351,1.8,712,7.1,2.8,0,0,0
1027,White,Female,69836,0.297,0.5,778,2.7,3.9,1,0,0
1028,White,Female,62445,0.469,6.4,672,3.0,0.3,1,1,1
1029,White,Male,83604,0.292,2.8,712,2.7,1.6,0,0,0
1030,White,Male,59311,0.389,4.1,705,10.1,1.4,0,0,0
1031,Black,Male,45478,0.463,4.0,598,0.9,2.6,0,0,1
1032,White,Female,70658,0.343,6.4,684,0.0,1.8,0,0,0
1033,Black,Male,46351,0.278,0.5,582,4.8,16.5,0,0,0
1034,White,Male,78090,0.293,3.8,696,6.4,1.9,1,0,1
1035,White,Female,66700,0.34,3.0,648,0.8,3.6,1,1,1
1036,White,Female,56055,0.419,0.5,706,0.5,2.7,0,0,0
1037,Black,Female,54671,0.411,0.8,636,1.8,0.5,0,0,0
1038,White,Male,59654,0.215,1.1,689,3.9,1.3,0,1,0
1039,White,Male,62001,0.369,0.5,779,12.6,6.6,0,0,0
1040,White,Male,69628,0.284,1.5,708,11.3,1.2,1,1,1
1041,White,Female,63789,0.152,0.5,788,14.5,0.8,0,0,0
1042,White,Female,59963,0.353,2.8,719,0.3,0.5,0,0,0
1043,Black,Male,62331,0.415,0.8,697,0.1,2.2,1,0,1
1044,Black,Male,61884,0.321,1.2,616,6.4,0.4,0,1,0
1045,White,Male,87293,0.287,8.4,671,1.0,1.5,0,0,0
1046,Black,Female,50047,0.456,2.4,651,0.9,4.6,1,1,0
1047,White,Male,83945,0.323,1.1,763,10.4,20.0,0,0,0
1048,White,Female,72207,0.221,3.2,680,19.6,0.3,1,1,1
1049,Black,Female,73939,0.498,0.8,582,1.2,2.6,1,1,1
1050,Black,Male,56727,0.499,0.5,677,3.6,2.7,1,0,1
1051,White,Male,67796,0.264,0.5,708,6.6,0.9,1,1,0
1052,White,Male,84576,0.166,10.6,678,1.7,4.2,0,0,0
1053,White,Male,75854,0.354,4.5,687,3.4,5.8,1,1,1
1054,White,Male,84816,0.253,5.6,663,13.3,0.7,1,0,1
1055,Black,Female,58167,0.447,13.9,695,0.4,3.9,0,1,0
1056,Black,Male,36932,0.534,9.4,659,2.0,5.4,0,0,0
1057,White,Female,66763,0.222,4.7,709,13.4,0.2,0,0,0
1058,White,Male,75112,0.244,4.1,676,0.8,4.7,1,1,1
1059,Black,Female,52331,0.396,1.4,715,4.0,1.9,0,0,0
1060,White,Male,70677,0.39,0.5,715,0.1,5.1,1,1,0
1061,Black,Male,42078,0.629,3.0,555,4.1,3.1,0,0,0
1062,Black,Male,66741,0.397,3.0,680,0.1,0.2,1,0,1
1063,Black,Male,61737,0.266,10.6,645,7.8,7.0,0,1,1
1064,White,Female,74019,0.306,2.0,690,1.1,0.0,1,1,0
1065,Black,Female,35612,0.356,4.1,698,1.0,1.1,1,1,1
1066,White,Female,68071,0.381,3.0,702,13.3,0.5,0,0,0
1067,White,Female,60653,0.356,0.7,780,6.7,1.5,0,0,1
1068,Black,Male,59437,0.307,3.1,663,0.4,2.4,0,0,0
1069,White,Female,60768,0.272,2.7,675,12.0,3.8,1,1,0
1070,White,Female,68436,0.305,2.4,610,0.1,0.3,1,0,1
1071,White,Female,61371,0.313,2.5,663,7.2,1.6,0,1,0
1072,Black,Male,47480,0.377,0.6,642,0.1,1.0,0,0,0
1073,White,Male,72864,0.303,2.2,775,3.9,7.6,1,0,1
1074,Black,Female,48858,0.496,3.3,628,0.2,0.3,1,0,1
1075,Black,Female,50166,0.382,2.4,729,4.6,6.9,0,0,0
1076,Black,Male,26121,0.342,2.3,602,7.8,2.1,0,0,0
1077,Black,Female,57826,0.316,0.5,613,2.5,0.8,1,0,1
1078,White,Female,59853,0.314,0.7,752,6.8,0.6,1,1,1
1079,White,Male,58518,0.318,1.4,676,16.7,4.6,0,0,0
1080,Black,Female,60225,0.289,1.9,703,4.4,0.1,1,0,0
1081,White,Male,78363,0.276,3.2,665,10.0,0.7,1,1,1
1082,White,Male,68726,0.381,7.0,670,6.7,3.6,0,1,0
1083,White,Female,51478,0.375,0.6,728,0.3,1.1,0,0,0
1084,Black,Male,59780,0.406,0.5,619,0.2,1.9,1,0,0
1085,Black,Female,52231,0.453,2.1,637,0.5,1.2,1,1,1
1086,White,Female,72243,0.29,2.0,716,2.0,0.8,0,0,1
1087,White,Male,67562,0.251,2.8,692,0.6,1.7,0,0,0
1088,White,Male,83949,0.389,6.3,677,5.0,1.6,0,0,0
1089,Black,Male,52597,0.438,5.7,600,6.9,6.0,1,0,0
1090,Black,Female,37541,0.358,0.5,720,5.7,0.3,1,0,1
1091,White,Male,60677,0.168,9.5,783,1.2,1.7,1,1,1
1092,White,Male,71375,0.249,0.5,720,11.8,4.8,0,0,0
1093,Black,Female,50344,0.448,3.5,639,7.8,0.5,1,1,0
1094,White,Male,75278,0.254,3.9,696,5.1,3.8,1,0,0
1095,White,Male,71096,0.323,4.0,744,1.8,1.6,1,0,1
1096,Black,Male,67773,0.479,1.1,707,6.6,8.3,0,0,0
1097,White,Male,69389,0.293,1.4,679,13.2,1.9,0,0,0
1098,White,Female,43037,0.346,2.8,749,0.7,0.4,0,0,0
1099,White,Female,61789,0.378,0.8,727,0.1,1.1,1,0,1
1100,White,Female,42932,0.254,0.5,748,4.1,8.8,0,0,0
1101,Black,Male,60713,0.326,2.9,581,3.2,7.2,0,0,0
1102,White,Male,82571,0.351,2.2,684,4.0,5.1,1,1,0
1103,White,Female,53137,0.333,3.7,689,0.3,1.8,0,1,0
1104,White,Male,86185,0.309,0.6,682,7.6,2.3,1,1,1
1105,White,Female,71428,0.332,6.4,790,6.7,2.2,1,0,1
1106,White,Male,84064,0.368,0.6,685,7.4,3.1,0,1,0
1107,White,Female,64895,0.36,7.8,720,1.5,0.7,1,1,1
1108,White,Female,53072,0.361,2.1,705,10.3,3.7,0,0,0
1109,White,Male,79808,0.386,2.8,691,4.2,5.6,1,1,1
1110,White,Female,56753,0.442,7.9,663,5.0,0.2,0,0,0
1111,Black,Female,52178,0.567,1.2,749,1.6,0.6,1,1,1
1112,White,Female,61286,0.289,0.7,687,2.2,0.6,0,0,0
1113,White,Female,74246,0.503,2.1,740,1.9,3.7,1,0,0
1114,White,Male,79303,0.223,1.0,704,0.0,2.0,0,0,0
1115,White,Male,71194,0.435,2.6,682,3.3,5.3,1,1,1
1116,Black,Female,31483,0.366,1.1,656,0.7,0.8,0,0,0
1117,White,Female,56647,0.325,7.0,712,8.8,0.1,1,1,1
1118,Black,Female,58042,0.411,3.3,628,3.8,0.1,1,1,0
1119,White,Male,74801,0.239,0.5,668,16.7,2.6,0,0,0
1120,White,Female,47967,0.336,5.7,720,2.0,0.4,0,0,0
1121,White,Male,53934,0.243,1.4,710,3.0,0.7,0,1,0
1122,White,Female,64955,0.244,1.4,666,0.3,0.5,1,1,1
1123,White,Male,61429,0.297,1.7,659,6.9,0.1,0,0,0
1124,Black,Female,41392,0.521,3.5,667,2.1,0.1,0,0,0
1125,White,Male,78726,0.282,2.0,612,17.2,3.8,1,1,1
1126,White,Female,75022,0.396,3.5,685,2.7,3.1,1,0,1
1127,White,Female,55492,0.271,0.6,704,1.9,0.6,1,1,1
1128,White,Female,62552,0.24,12.3,781,8.4,0.6,0,0,1
1129,Black,Female,50257,0.442,4.6,651,0.8,3.9,0,0,0
1130,White,Female,61357,0.453,1.0,683,18.0,1.9,1,1,1
1131,White,Female,63405,0.345,4.5,711,1.5,2.9,0,0,0
1132,White,Male,79564,0.358,3.0,670,7.9,6.7,1,1,1
1133,White,Female,56260,0.435,0.5,687,0.4,10.3,1,0,1
1134,White,Male,56747,0.297,0.7,706,4.3,3.5,0,0,0
1135,Black,Female,67900,0.399,0.5,681,3.6,5.9,0,0,1
1136,Black,Male,68894,0.413,5.8,625,3.3,8.1,1,1,1
1137,White,Female,51963,0.376,2.8,697,6.0,1.4,1,1,1
1138,Black,Male,59356,0.282,1.3,572,0.2,3.6,0,0,0
1139,Black,Male,68107,0.401,0.5,682,2.1,0.6,1,1,1
1140,White,Male,79490,0.3,2.3,693,3.3,9.1,1,1,1
1141,Black,Female,55620,0.355,2.6,741,1.4,1.3,0,0,0
1142,Black,Male,56297,0.375,4.2,674,0.1,8.5,0,1,1
1143,Black,Male,75273,0.298,12.3,616,0.6,5.5,0,0,0
1144,Black,Female,53208,0.304,2.0,598,0.4,4.2,0,0,0
1145,White,Female,57850,0.335,1.8,729,2.9,2.3,1,1,1
1146,Black,Male,66710,0.443,1.6,744,1.3,2.3,0,0,0
1147,White,Female,63960,0.306,6.1,769,18.5,0.1,0,0,0
1148,White,Male,75497,0.233,0.6,646,0.3,13.4,1,1,0
1149,Black,Male,60031,0.324,1.5,667,3.4,2.7,0,1,0
1150,White,Female,67967,0.368,4.5,752,4.3,0.2,0,0,0
1151,Black,Male,48215,0.497,0.5,593,0.4,9.5,1,0,1
1152,Black,Male,43488,0.434,1.2,707,4.5,7.9,0,0,0
1153,White,Female,77341,0.421,3.6,664,8.0,0.5,1,1,1
1154,Black,Male,60495,0.307,0.7,647,3.4,0.5,0,0,0
1155,White,Male,79708,0.295,1.3,718,17.2,1.8,1,0,1
1156,Black,Female,33402,0.481,2.3,702,4.7,1.2,0,0,0
1157,Black,Male,68666,0.282,1.9,731,3.6,0.1,0,0,0
1158,White,Female,57785,0.284,0.5,682,1.0,1.9,1,1,1
1159,White,Male,63937,0.366,9.7,681,18.9,5.1,1,1,0
1160,White,Male,71366,0.318,0.5,678,7.3,9.9,1,1,1
1161,Black,Male,48220,0.312,4.8,695,10.5,8.7,1,1,1
1162,White,Male,71982,0.186,0.5,752,1.1,0.8,1,1,1
1163,Black,Male,56636,0.474,2.2,700,1.6,10.9,0,0,1
1164,White,Female,73603,0.186,0.7,710,1.6,1.2,1,1,0
1165,White,Male,87133,0.344,0.5,722,2.4,5.7,1,1,1
1166,White,Female,77815,0.293,0.5,686,25.0,6.5,0,0,0
1167,Black,Female,28354,0.483,2.1,644,2.0,0.0,1,1,1
1168,White,Male,62648,0.227,2.5,745,16.6,5.6,1,1,1
1169,Black,Female,28251,0.593,0.5,663,0.3,1.7,0,0,0
1170,White,Male,60064,0.328,13.6,682,8.1,2.0,0,0,0
1171,Black,Female,44504,0.45,1.0,703,0.0,0.2,0,0,0
1172,Black,Male,62105,0.326,2.1,628,1.8,12.5,1,1,0
1173,Black,Female,45800,0.401,0.9,657,3.0,4.9,0,0,0
1174,Black,Female,46079,0.402,2.4,591,1.7,4.4,1,0,1
1175,White,Male,73817,0.426,4.9,659,25.0,2.7,1,1,1
1176,White,Female,45906,0.358,2.6,698,4.5,0.7,1,1,1
1177,Black,Male,49614,0.418,1.2,624,1.2,5.5,0,0,0
1178,White,Male,66964,0.337,1.0,694,7.1,8.0,0,1,0
1179,Black,Male,55975,0.424,5.0,716,2.4,1.1,1,1,1
1180,Black,Female,51769,0.313,0.5,645,0.1,1.1,1,1,1
1181,White,Female,78006,0.473,1.6,741,2.7,0.6,1,0,1
1182,White,Female,72083,0.269,0.6,660,0.7,0.8,0,0,1
1183,White,Male,64306,0.297,1.0,731,9.3,2.1,1,1,1
1184,White,Female,60386,0.437,0.6,649,16.3,0.6,0,0,0
1185,Black,Female,47705,0.545,7.6,639,0.7,1.2,0,0,0
1186,Black,Female,45858,0.466,4.6,679,0.7,0.3,0,0,1
1187,White,Male,74725,0.265,2.9,705,1.7,5.3,0,0,1
1188,White,Male,53402,0.309,0.9,750,4.9,6.0,0,1,0
1189,White,Male,80807,0.312,2.5,737,2.7,2.9,1,1,1
1190,Black,Male,74935,0.394,2.6,643,4.6,0.4,0,0,0
1191,White,Female,60301,0.244,3.1,760,0.4,3.1,0,0,0
1192,Black,Male,55106,0.468,0.5,678,1.2,2.1,1,0,1
1193,Black,Male,59570,0.389,12.6,646,0.2,13.4,0,0,0
1194,Black,Female,61193,0.359,2.2,657,3.6,0.6,1,0,1
1195,White,Female,59757,0.295,9.1,702,1.0,1.9,0,0,1
1196,Black,Female,60339,0.429,0.5,660,0.8,1.8,0,1,0
1197,White,Male,76884,0.202,1.0,698,1.1,6.8,0,1,0
1198,White,Female,86616,0.391,0.5,715,5.6,4.7,0,0,0
1199,White,Male,68713,0.316,5.1,742,11.1,2.7,0,0,0
1200,Black,Female,31239,0.52,1.4,671,0.5,2.6,0,0,0
1201,Black,Male,43670,0.385,6.4,676,4.5,0.1,0,0,0
1202,Black,Male,58119,0.304,6.3,653,0.7,0.1,0,1,0
1203,White,Male,82278,0.216,3.9,662,0.1,5.1,1,1,0
1204,Black,Female,44474,0.383,3.8,596,2.5,0.6,1,1,1
1205,White,Female,60690,0.31,4.2,664,0.9,9.0,0,0,1
1206,White,Female,69848,0.29,3.9,677,1.7,1.9,1,1,0
1207,Black,Female,41347,0.419,1.7,731,5.4,2.9,1,0,1
1208,Black,Male,51887,0.339,4.0,718,2.0,3.6,0,0,0
1209,White,Male,60322,0.318,8.0,676,10.4,6.4,0,0,0
1210,White,Male,83782,0.264,1.4,726,0.9,4.6,0,0,0
1211,White,Female,78416,0.374,10.1,694,25.0,4.7,0,1,0
1212,White,Male,56205,0.278,0.5,716,2.6,1.9,1,1,1
1213,White,Male,70578,0.387,1.5,678,16.6,6.5,1,0,1
1214,White,Male,86072,0.346,0.5,812,1.4,3.4,1,0,1
1215,White,Male,75986,0.314,0.5,794,1.4,0.5,1,1,1
1216,White,Male,67107,0.285,5.9,690,5.4,0.7,1,0,1
1217,White,Male,56538,0.194,8.8,676,0.3,8.6,1,1,1
1218,Black,Male,69529,0.479,5.3,702,2.1,20.0,1,0,1
1219,White,Female,66605,0.282,13.1,639,3.8,1.9,0,0,1
1220,White,Male,57270,0.306,0.9,745,7.8,2.2,1,1,1
1221,Black,Male,69898,0.404,0.5,664,0.1,0.8,1,1,0
1222,White,Male,55995,0.287,2.6,636,6.7,1.2,0,0,0
1223,Black,Male,55795,0.475,6.2,650,2.8,2.5,0,0,0
1224,White,Female,60353,0.245,0.5,666,9.2,0.1,0,0,0
1225,Black,Female,67183,0.531,19.0,658,8.0,5.6,0,0,0
1226,White,Female,60389,0.377,3.2,700,17.6,1.9,0,1,0
1227,White,Male,69353,0.283,13.5,640,21.1,7.8,0,0,0
1228,White,Female,49369,0.314,1.6,681,13.2,0.6,0,0,0
1229,Black,Female,44596,0.255,2.1,678,0.4,5.3,0,0,0
1230,White,Female,54827,0.271,4.9,733,3.5,1.7,1,0,1
1231,Black,Male,50347,0.355,5.5,640,3.9,10.2,1,1,1
1232,White,Female,63062,0.342,0.9,719,19.1,0.4,0,0,0
1233,Black,Female,26658,0.498,9.3,663,2.0,1.2,0,0,0
1234,White,Male,56897,0.443,7.1,702,0.1,0.6,1,1,1
1235,White,Male,70889,0.319,0.5,727,2.9,10.3,0,1,0
1236,White,Male,73212,0.314,0.5,660,13.8,1.2,1,1,1
1237,White,Male,69665,0.266,2.4,705,0.5,0.2,0,0,0
1238,Black,Male,57592,0.26,2.2,581,1.7,11.6,0,0,0
1239,White,Male,67908,0.258,4.3,702,25.0,7.4,1,1,1
1240,Black,Female,50814,0.396,0.5,719,3.3,0.7,0,0,0
1241,White,Male,76341,0.368,3.6,689,15.8,0.2,1,1,0
1242,White,Female,67271,0.366,3.4,761,1.0,1.5,0,0,0
1243,Black,Male,51110,0.396,0.9,643,3.3,4.8,0,0,0
1244,White,Female,72150,0.289,2.7,645,6.0,0.9,0,0,0
1245,White,Male,73571,0.161,0.9,736,4.5,2.9,0,0,0
1246,White,Male,84322,0.165,0.6,727,2.3,13.8,1,0,1
1247,Black,Female,65328,0.294,3.0,762,1.5,0.0,0,0,0
1248,White,Male,57572,0.28,13.3,657,15.1,0.3,1,1,1
1249,White,Male,63409,0.37,0.9,722,2.2,1.8,1,1,1
1250,White,Male,80135,0.368,1.5,723,1.1,4.9,1,1,1
1251,White,Male,55351,0.356,1.0,755,1.0,6.0,1,1,1
1252,Black,Male,72201,0.344,1.1,683,0.6,6.0,0,0,0
1253,White,Male,68561,0.38,1.8,691,0.9,0.5,1,1,1
1254,White,Female,68750,0.265,4.2,646,4.2,0.5,0,0,0
1255,Black,Female,49836,0.47,0.5,667,0.4,0.5,1,1,1
1256,White,Female,49076,0.213,11.0,715,14.0,0.3,1,0,1
1257,White,Male,82555,0.218,0.5,735,2.3,4.3,0,0,0
1258,White,Male,99507,0.416,7.5,691,5.3,1.1,0,1,0
1259,Black,Female,45849,0.396,7.9,664,6.4,0.8,0,0,0
1260,Black,Female,47776,0.362,2.6,576,3.4,2.6,0,0,0
1261,White,Female,36509,0.407,0.5,648,20.0,1.4,0,0,0
1262,Black,Female,64515,0.495,2.9,695,3.1,0.4,0,0,0
1263,Black,Male,67117,0.35,3.5,666,5.6,2.5,1,1,0
1264,Black,Male,40666,0.399,6.8,680,2.4,1.9,0,0,0
1265,Black,Female,30351,0.42,2.8,622,1.9,3.6,0,0,0
1266,Black,Female,31507,0.212,1.9,616,2.3,3.2,1,0,0
1267,Black,Male,64451,0.282,6.4,637,1.2,0.8,0,0,0
1268,White,Female,70449,0.396,13.9,709,1.5,1.9,1,1,1
1269,White,Female,53766,0.272,3.6,730,1.0,0.6,0,0,0
1270,Black,Female,55992,0.447,7.3,639,4.6,1.8,1,0,1
1271,White,Female,64588,0.348,3.2,618,1.6,4.4,0,0,0
1272,White,Male,68327,0.385,4.1,724,6.6,0.8,0,0,0
1273,White,Female,72701,0.235,4.1,710,23.4,0.7,1,0,1
1274,Black,Female,38950,0.438,4.3,674,2.0,1.9,0,1,0
1275,White,Female,74475,0.325,1.4,739,1.7,4.2,0,0,0
1276,White,Female,55714,0.275,3.0,735,1.2,0.3,1,1,1
1277,White,Female,80815,0.274,3.2,763,5.3,1.2,1,1,1
1278,White,Male,61946,0.316,1.3,706,5.7,6.7,1,1,1
1279,White,Male,68484,0.344,1.5,684,7.1,6.6,0,0,0
1280,Black,Male,58585,0.384,5.0,707,0.2,4.8,0,0,1
1281,White,Male,72523,0.307,3.1,748,6.0,0.4,1,1,1
1282,Black,Male,62908,0.345,0.6,646,0.5,0.2,1,1,0
1283,White,Male,59143,0.27,6.4,758,10.1,2.2,1,1,1
1284,White,Male,71626,0.245,7.5,708,0.5,0.1,1,0,1
1285,White,Female,64381,0.294,2.2,759,0.1,0.0,0,1,0
1286,White,Female,57722,0.372,0.8,781,9.5,8.2,1,1,0
1287,White,Female,67040,0.379,10.3,824,5.2,0.6,1,1,1
1288,Black,Female,37536,0.321,7.5,653,1.0,1.8,0,0,0
1289,White,Female,59735,0.267,1.0,765,3.1,0.6,1,1,1
1290,White,Female,55468,0.28,0.5,738,0.1,0.9,0,0,1
1291,White,Male,68765,0.296,2.0,750,2.6,4.8,1,1,1
1292,Black,Male,72470,0.262,3.9,678,1.2,10.1,0,0,0
1293,White,Male,86664,0.238,0.7,750,1.7,2.7,1,1,1
1294,White,Male,84704,0.203,2.5,639,7.6,0.2,0,1,0
1295,Black,Male,53377,0.408,1.9,656,3.9,6.5,1,0,1
1296,White,Female,72076,0.328,7.7,666,3.9,0.1,0,0,0
1297,White,Male,73123,0.268,2.0,669,13.6,0.2,1,1,1
1298,White,Female,63455,0.256,2.7,629,12.5,1.2,1,1,1
1299,White,Female,62226,0.299,10.9,672,13.7,0.4,0,0,0
1300,Black,Male,75584,0.34,1.2,649,1.8,2.1,0,0,0
1301,White,Female,76658,0.444,1.2,706,2.4,0.7,0,0,0
1302,White,Male,79448,0.37,5.6,704,4.3,7.8,1,1,0
1303,Black,Male,56296,0.332,1.1,708,1.0,0.4,0,0,0
1304,Black,Female,51395,0.422,6.2,607,3.2,2.6,0,0,0
1305,Black,Female,56305,0.476,0.5,557,1.5,1.0,0,0,0
1306,White,Female,57783,0.282,0.5,723,5.2,5.4,0,1,0
1307,White,Female,72383,0.231,8.1,695,0.7,0.5,0,0,0
1308,Black,Female,41787,0.284,2.7,647,3.1,0.4,0,0,0
1309,White,Female,66918,0.419,4.4,663,0.4,1.7,0,0,0
1310,White,Male,49102,0.287,0.9,748,0.1,1.0,1,0,0
1311,Black,Female,45493,0.43,0.6,630,1.2,2.0,1,1,0
1312,White,Male,92776,0.26,6.3,662,4.4,0.5,1,1,1
1313,White,Male,82361,0.211,1.6,785,5.1,8.3,0,0,1
1314,White,Male,87354,0.224,2.1,738,2.1,2.1,0,0,0
1315,Black,Female,44326,0.316,0.5,649,12.4,2.6,1,0,0
1316,White,Male,73037,0.359,1.7,587,1.2,3.0,1,1,1
1317,White,Female,75819,0.434,5.2,686,8.9,0.0,1,0,1
1318,White,Female,69330,0.333,6.0,696,11.3,3.9,1,1,1
1319,Black,Male,63085,0.274,4.2,728,1.6,10.3,0,0,0
1320,White,Female,79305,0.365,4.1,614,0.7,4.4,0,0,0
1321,White,Male,61595,0.389,2.5,779,5.3,2.4,0,1,1
1322,Black,Female,49157,0.478,2.7,671,3.0,1.1,0,0,0
1323,Black,Male,40459,0.378,4.8,600,2.7,9.5,0,0,0
1324,Black,Male,47048,0.364,1.0,702,17.9,2.5,1,0,1
1325,Black,Male,68741,0.377,0.9,646,2.8,8.7,0,0,0
1326,White,Male,62826,0.386,10.5,625,10.4,0.1,0,1,0
1327,White,Male,79355,0.353,0.5,683,3.9,3.0,1,1,0
1328,Black,Male,74584,0.353,0.5,670,5.9,13.7,0,0,0
1329,Black,Female,49220,0.381,3.0,653,10.5,0.2,1,1,1
1330,Black,Male,63198,0.346,4.7,688,9.7,1.4,0,0,0
1331,White,Male,79433,0.225,2.7,757,4.8,4.5,0,0,0
1332,White,Male,59785,0.395,1.5,652,3.8,11.7,1,1,1
1333,White,Female,56835,0.275,13.4,696,5.5,2.5,1,0,1
1334,White,Male,61963,0.334,4.3,675,8.4,11.5,0,1,0
1335,White,Male,66632,0.254,6.2,645,9.7,4.9,0,0,0
1336,White,Male,79161,0.267,0.5,702,6.8,20.0,0,0,0
1337,White,Female,57048,0.322,0.9,718,1.4,2.9,0,0,0
1338,White,Male,71648,0.338,1.6,728,3.3,5.0,1,0,0
1339,Black,Male,47575,0.362,0.7,639,0.2,7.6,1,1,1
1340,Black,Female,63264,0.33,0.5,602,1.0,1.4,0,0,0
1341,Black,Female,45548,0.411,0.9,620,0.9,1.9,0,1,0
1342,White,Male,87229,0.246,2.7,614,6.7,0.8,0,0,0
1343,White,Female,63609,0.438,4.2,640,1.1,0.4,1,1,1
1344,Black,Female,36930,0.392,5.2,598,1.5,0.2,1,0,1
1345,Black,Female,49289,0.363,0.5,691,9.1,0.2,0,0,0
1346,White,Male,61372,0.438,2.0,745,1.3,6.4,1,1,1
1347,White,Female,68893,0.382,0.5,800,4.3,0.3,1,1,1
1348,Black,Female,48386,0.347,2.0,662,4.1,1.4,0,0,0
